,Unnamed: 0,qid,question_text,target
24190,24190,04be38e8d81f4ab60227,"Has Trump really affected your life negatively, or are you still suffering from partisan party loss grief, like every other election party loser?",1
24235,24235,04c0908927d57f3bb3c7,"I understand that Donald Trump is not a very popular president, according to the media. However, shouldn’t our hope be that he does the best possible job while in office? Or is it easier to merely slander him?",1
24237,24237,04c0ad06ce6bbbd1645a,Why are Indian Youth Wasting their time defending corrupt politicians of BJP on Quora?,1
24269,24269,04c23e9ea8914729aa1c,Is there anything at all of societal value to the LDS/Mormon leadership's claims of sacred or hidden knowledge?,1
24296,24296,04c401d8425daf82c47c,As adults is it wrong to want to suck my half brothers dick?,1
24297,24297,04c401dfca1c70117de0,W? Hy is donald trump so dumb,1
24306,24306,04c46f988d230fa234ac,Why is the U.K still a third world country like Africa and such like?,1
24309,24309,04c4993d96d2fe3a55b9,Could Muslim terrorists go to lawless Mexico and then walk across the border into America to cause havoc?,1
24310,24310,04c49a4438a882e8a790,"If the billionaires want to stop world hunger, then why don't they try to buy the poorest countries in Africa?",1
24319,24319,04c4e928dd5e4f902c95,"Why are so many guys creepy, weird and dicks?",1
24337,24337,04c5bffb2067506a9215,Are the liberals really that delusional or do they really think they are moving the consciences of humanity?,1
24341,24341,04c5e8d0f4a97fb8f057,I got edit-blocked for a week because of asking about a Quoran's age. In which universe is this fair?,1
24343,24343,04c5ebd3c61fc9b6cc3d,"Is it wrong if I move to America but would love to see the U.S. Goverment, CIA, Pentagon and The White House fall apart and all the military bases after what they have caused to the world?",1
24357,24357,04c6bd4e489404a93a2e,Why hasn't the US government tried to assassinate Dr. Steven Greer?,1
24359,24359,04c6c53a8e156083d06a,Will Britain ever face its crimes against humanity by being involved in the transatlantic slave trade and practicing rapacious colonialism?,1
24405,24405,04c8df2de8c7b2ef9f82,Why do black people in particular feel the most aggrieved by slavery when every race on Earth has experienced the same thing?,1
24408,24408,04c8e7aaa6566820692c,How are these stone-pelters different to terrorists? Does Islam teach them to hurt innocent children?,1
24415,24415,04c955d3b1d8a82efa9a,"Whose IQ is higher, President Trump or President Obama?",1
24419,24419,04c98152d1e5b8a7de7d,Why do I llke having sex with my uncle?,1
24422,24422,04c9c15d100de1513327,How did Obama get the name Barry Soetoro? Why did he stop using it?,1
24431,24431,04ca141b17b6c4918569,Why can't we make software development easy and accessible to even stupid people?,1
24469,24469,04cbf836be1be9cbb1ec,Is relationships all about worshipping women and what you can do for them?,1
24480,24480,04cc62af74770d40c881,"Why do churches accept convicts, but mosques don't?",1
24494,24494,04cd1f41ac9d41ddbd30,Why did the Indian Muslims committed the greatest blunder of humanity by staying in India in 1947 partition?,1
24523,24523,04ceb0fb2d3ab7821374,Is it ok for a 12 year old (boy) to fuck a 10 year old (girl)?,1
24565,24565,04d115fbc599bce4121c,Why do policies and strategies of the democratic party mimic that of the Nazi Party?,1
24569,24569,04d125340c87d51346f0,Why should Trump officials and Trump supporters be allowed to live in peace? We should protest and hound their homes and families until they resign. Inhuman monsters who don't deserve rights.,1
24573,24573,04d13d9cd2508e7c97a3,Why does Hillary Clinton enjoy so much support from older white women despite her corruption and negligence?,1
24576,24576,04d1693ba37fb6053104,"Why do highly intelligent people, as a group, accept leadership by incompetent morons?",1
24577,24577,04d179fc36e7a58448f0,"How can my youthful counterparts argue, claim, and say they are these dandy individuals when they be pill popping and underage drinking? I know this is America! But these are such blunt, illegal acts!",1
24585,24585,04d1b9adfe8071da6e51,"Do Trump haters, by definition, realize that they are bigots?",1
24598,24598,04d2693ef283cc144d58,"If you are white boarding an airplane and you happen to sit beside a black, would you call the police to remove the person from the plane?",1
24621,24621,04d3a632402a838db99e,I am 19 and am dating a 12 year old girl. Is this abnormal or just right?,1
24633,24633,04d415a5af3f32e6db44,Why are some American citizens such pussies and scared that Russia and China will kill us all? Why aren't there any men like in the early 40s where they would vow to die before dishonor,1
24659,24659,04d58e5f6c67e4b4f305,When will Hillary Clinton finally pay for her crimes and go to jail?,1
24682,24682,04d6e65b46cb7d37e53a,Mothers do you have your son masturbated for the purpose of using his sperm and semen in food?,1
24686,24686,04d70b91310434cac41c,"Tech Mahindra is eliminating freshers, even before joining, what professionalism is this?",1
24714,24714,04d82b848b9adac983e0,What are the ways to prevent black magic done on you by a Muslim person?,1
24717,24717,04d87253386867576e29,"Why does China send many tourists oversea to help other countries economy, but the US sends their army to bomb other countries, and ruin other countries in the world?",1
24744,24744,04da0d93c19b55ce56b5,Why don't atheists admit they are religious?,1
24777,24777,04dba76a2b1a7e01bc88,Who or what was responsible for medieval Christendom becoming so corrupt?,1
24784,24784,04dc61d4bc8c08def001,Is Christianity nothing more than a Jewish cult that is not the true religion of the European?,1
24809,24809,04dd8de8cd2c2c403010,Would you say its better to win money or to earn it?,1
24810,24810,04dd9057a5172df635c2,Why did the son of Margaret Thatcher (British PM) try to kill the government in Equatorial Guinea?,1
24847,24847,04df83996c9175440975,"Why has the US had so many democratic Hitler like democratic Germany, such as big and small Bush, Clinton, Trump etc. murdered a mass amount of his own and world civilians (over billion of them)? Why?",1
24849,24849,04dfa3928bc4745d16d9,Lately autocorrect on my iPhone 7 has really been pissing me off! I have been trying to be patient with it and I remember it being better. It's like trying to anticipate too much. Has anyone else experienced this?,1
24887,24887,04e1ac153e9be71eec87,Why does it seem like liberals are out to get me because I'm a straight white Christian male?,1
24923,24923,04e38a99571aaca23bf6,What is the general educational background of those in the American Army going around raping Muslim women?,1
24927,24927,04e3e5f5bc9b570e0d05,My penis is 8 inches long and 6.5 around is it acceptable?,1
24940,24940,04e4f0211c546248f15a,Is it true that women should be kept in the kitchen?,1
24961,24961,04e59253ba217e135157,Can aman pregnate a cow?,1
24971,24971,04e611eda55b44ddcc5a,Why is it ok to kill unborn babies but not okay to enforce immigration law?,1
24987,24987,04e6e740179af2a357bf,How old was the Johnny-come-lately Matt Dillahunty when he eventually figured out religion was nonsense and became an atheist?,1
24988,24988,04e6e8bddc4ea9d2fbba,If Hindus consider Ganges as their mother then why is the mother being fed so much untreated sewage and filth to choke it to death?,1
24991,24991,04e707a48048e2b29b0a,Why can’t natural selection remove abnormal and barren people?,1
24994,24994,04e72b9a3f71d5af12e9,How can I find a friends phone number in messenger?,1
25006,25006,04e8158cc6a3db77fcf4,In what was do Americans use patriotism as an excuse to be racist?,1
25008,25008,04e8188370c813a2f534,Why is America the World’s Most Uniquely Cruel Society?,1
25032,25032,04e8f554f8b892afe27e,Why are you liberals full of hate but claim to be open minded?,1
25128,25128,04ed9c6482ece228ade7,"Why are Africans big penis, while Asians and Indians are small?",1
25132,25132,04edb1dbc23454a291f6,Are US-Israel steadily defecting from international law and instituting the law of the jungle in the world?,1
25162,25162,04ef6b0e0d01f8deeb75,"Do atheists have a double standard where they claim there is no evidence of God, but believe in morals and human rights for which there is no evidence for?",1
25189,25189,04f0fc9ef04888da2b4d,"Why editors are such obnoxious people? Their job is to find fault with the content not with the people. Is it a professional requirement that if you demean others, your own worth increases?",1
25213,25213,04f22755e9c3ec5dc2d0,News today stated democrats are ready risk national security over dreamers who were brought here illegally. Who arranged for their travel?,1
25232,25232,04f32f561835512e25b2,Are Afrikaners really backward compared to English-speaking whites in South Africa?,1
25270,25270,04f552ecb9b143cca73e,Is Indian organized crime formed mostly by Muslims and Dalits?,1
25285,25285,04f61011336a1cec5672,Where will liberalism draw the line?,1
25294,25294,04f67b7f1b39f7704e67,Are Germans guilt-free yet?,1
25311,25311,04f7795c7c05db0eabca,How is it possible for one stinking liberal federal judge can over rule an executive order from the President of the United States instead of congress over ruling it?,1
25328,25328,04f8a8e2d1a4b4f472bf,"How do extremist (leftist) answer to that biology only has proven that there are 2 genders, not more than 70?",1
25355,25355,04fa62720377c09343c7,Is is true that prophet Mohammed enlightened himself through the meditation in hidden room and later banned for Muslims?,1
25369,25369,04fa992bae284b5df5e4,How much more obvious could it be that Trump is using his position maliciously?,1
25388,25388,04fb80fb10d8bab1883f,"India FM claimed ""all countries support India army to occupy China land in Doklam"". ""Can you name one specific country who is supporting India"" asked by a reporter. “Him”, replied by India. Why is India good at false claiming?",1
25391,25391,04fbd837a4c154272179,"What would happen if the US Declaration of Independence were to be destroyed? Would the country revert back to being a New Zealander colony, or would it continue as if nothing happened?",1
25394,25394,04fc009b4958eb3f2910,What would happen if every single gang in New Zealand decided to team up to wipe out all US police so they wouldn’t meddle in their affairs?,1
25461,25461,04fee41600ecf408a12f,Is it illegal for a 17 year old to send a photo of her vaginal fluid covered fingers to a 23 year old dude?,1
25473,25473,04ffc020f47411d793cc,Would gun enthusiasts be ok with a Muslim owning guns?,1
25475,25475,050001299420e9acf8a3,"Are there any left-wing debators as strong as Ben Shapiro? If so, who?",1
25478,25478,050022dfe47d33dea890,Are English Saxons better looking than Scandinavians?,1
25584,25584,05045d6772264e63a56b,"My 17 y/o daughter dyed a strip of her hair pink, so she’s not allowed to hang out with friends for 4 months. Am I going easy on her?",1
25591,25591,0504a82cfab09300675a,Why does my baby get mad when I do meth?,1
25596,25596,05054f10e47d3e45291e,Why do pepole hate Justin Bieber?,1
25623,25623,05066c156a369ac6ecf7,Do conservatives not realise that every human being is pretty much the same and therefore should have the same rights?,1
25625,25625,0506760126e20033fec5,Why hasn't James Comey been arrested and prosecuted yet?,1
25642,25642,05076e29a62563d5f217,How will I enjoy life when my freedom is being taken away by a dictator like Trump? How will I enjoy life if a dictator like Trump will start wars with Venezuela and Iran?,1
25656,25656,0507cd0157ac7cd73c34,Why did the US never have a super battleship like New Zealand?,1
25660,25660,0507ef31171fa5ecf3d7,Could we have an 8 hour speech with letters from families whose loved ones were murdered by MS 13 gangs or their lives were ruined by Latin American imported drugs?,1
25672,25672,05089186277c5270d008,Why do women have more rights than men?,1
25687,25687,0509c0f6ec064966c428,Why do protestants hold that faith is the most important thing but yet do not have faith that God can turn bread into his flesh?,1
25701,25701,050a435c8877196a7d6e,Are rohingya Muslims man eater?,1
25740,25740,050bd93645d373bcea1c,"If a child in the Star Wars universe was accepted in the Jedi Academy, would they be rejected if it was found out that they had been castrated?",1
25781,25781,050e64873e00904d91fc,When will liberals stop endorsing communism?,1
25812,25812,050fb3be9d95a072ecc0,Am I the only liberal who's happy that the economies of the American southern states are pathetically poor?,1
25821,25821,051017082b49c798df3a,Do you think mostly men are womenizer but don't have the guts to admit this fact?,1
25834,25834,0510ab373716608fdb14,"If the Abrahamic God has the right to torment human beings in the afterlife, why is it wrong for human beings to torment other human beings in life?",1
25835,25835,0510b796e892f4b52d79,Is it true that 50% of Americans suffer from herpes which is an incurable STD?,1
25850,25850,0511927260ea56902453,Can you get less than 5 upvotes to win $5 billion?,1
25854,25854,0511bc326893d8285950,"How about making the Liberal Party's building look more in line with their values? How about painting it bright red, and put a big set of the devils horns on top of the roof for everyone to see?",1
25856,25856,0511de386047102322f1,"Do the Chinese view Southeast Asians as short, dark, degenerate versions of Northeast Asians?",1
25857,25857,0511e8fe19793035fd40,"Why are germans so conservative, They discreminate foreigners but when it comes to the past they don't want to talk,having a show called Einstein, indirectly idealising Einstein as a German hero.seriously, atlst don't you guys want to change urself?",1
25870,25870,0512a2b0382131a822ee,"Do you think that your mom is stupid, or do you want to glorify your mom?",1
25871,25871,0512adf2fb6a19cd2738,"Why are white Americans shooting at & killing Americans not called terrorists, but other people shooting at Americans called terrorists by the US government?",1
25880,25880,051352b8ecd1fee40cc8,Why murderer criminals like Modi and Shah occupy such top posts in India?,1
25887,25887,0513b4f11288659931c3,Why do Americans tend to equate Slav with Russian?,1
25895,25895,051404cb71ba88f6d7c6,Where was the religion of the white people written? Why did they forget it?,1
25914,25914,05147aec9cd7a4180866,"When will Israel have a legitimate, crime-free leader who was actually born in Israel?",1
25923,25923,0514d6ae34829399327a,Is Alex Jones a Zionist shill under the Israeli Mossad's control?,1
25951,25951,0516221c9a337c8d711d,Is all females sluts?,1
25983,25983,0517da9c83244f368bf7,"Will the chamchas of Congress now accept that BJP forming government in Bihar, Goa and Manipur was constitutional? Will they still claim moral high ground in Karnataka after being reduced from 122 to 78 seats?",1
26004,26004,0518a9f598ad5ffe7f8e,Why do people from England seemingly have such bad teeth?,1
26011,26011,05191e00b54efdce35a3,"Why do so many people in America not complain about other countries border security walls, yet Americans whom support Trumps border wall are viewed and labeled as xenophobes and racists? Why is it racist to want to have a safer nation?",1
26050,26050,051aba2132765b653893,Why do most of the Muslims became offensive while talking about religious reforms? Do Islam make them narrow mind?,1
26052,26052,051ada48efd872dccc16,Is Germany a gay state?,1
26057,26057,051b1c81e20a32efbfcd,"Involuntary slavery was supposed to be abolished in America. Why are the given names of newborn Americans copyrighted, patented, and registered as legal Trade Names, owned by and doing business for the corporate US government as a US owned franchise?",1
26062,26062,051b479f279b00f8b3d2,"Is being gay the worst forgivable sin, since is the only sin church does not accept (meaning it does not accept homosexuals on church but not people of other sins to go to church)?",1
26075,26075,051bdf5edb6151817eac,What did the Empire do to the rebels it captured after the Battle of Both? Were they sent to prison camps? Executed? Castrated?,1
26094,26094,051cd49541642c41fcab,Why do Japanese people find it impossible to admit they don't understand a request or a question?,1
26128,26128,051e529efda5997b9ac0,Why do Latino/Hispanic people mispronounce Spanish names for places that have been anglicized and not just pronounce them correctly in Spanish like San Pedro or Los Angeles for example?,1
26220,26220,0523887425ffe3cf274e,Why all successful bosses are very mean to their subordinates?,1
26243,26243,052480be23c7cc5cb462,Why do only girls in India enjoy full freedom to wear revealing clothes but guys have no such freedom?,1
26268,26268,05261a59da8d7dcf7ab2,When did Serbs set foot in Kosovo? When did they become a majority there? Did they ethnically cleansed a supposed Illyrian and/or Albanian population and/or destroyed an organized and sovereign society there? From when to when did the Serbs rule it?,1
26300,26300,05274a0cf0d3218cf17d,Why Indian serials suck and out of world dramatic and boring?,1
26353,26353,0529b1b9bca646a722b4,Why North Indians and south Indians aversion for all time? Why hate specifically tamilzan's?,1
26366,26366,052a3013f0ebe4074f98,Why do Asian people envy the looks of Pakistani people?,1
26371,26371,052a4af21a1a196451a0,Modi- A dog or ass?,1
26383,26383,052b06b3b58bdf54b9aa,Why did India give freedom to Pakistan in 1947?,1
26386,26386,052b2b06c386c8c6fb13,"Were the democrat New Yorkers who jumped from twin towers, on 9/11, Islamophobes or did have a have a real reason to be afraid?",1
26393,26393,052b5dda976b1f0332e3,"Why do Indian men say ""show bobs"" to me?",1
26401,26401,052bb0b4cb650e6456bc,Why is “liberal” a pejorative term in the United States?,1
26414,26414,052caebe8ce4888ffabe,Which is the best Revenge porn site?,1
26421,26421,052cef33c483ca74bd89,Why is there so much hate from Introverts toward Extroverts?,1
26446,26446,052e3e2a50d84632f421,Why is it little known that crazy Japanese cult Happy Science is based on racism and ultranationalism?,1
26478,26478,052fd88c43f0b0dd7525,"Why is there fuss about Moore and Franken? Trump's election proves Americans don't mind electing sexual harassers, after all.",1
26490,26490,0530669070bbb4c86c9a,Why does this trigger the Left so much?,1
26499,26499,05312969668c1559fd24,Are you doing your homework every day or does Quora do that for you?,1
26505,26505,053177edfb0c781d3b7c,Is it wrong to get laid with cousIn sister?,1
26516,26516,0531dbb0202cec32c23e,"Why can judges in the UK put you in jail for expressing political opinions, but killing terminally ill children is approved by them?",1
26522,26522,05322dd00c0aff087234,How do I report a Mexican to the police if I am not sure of his legal status?,1
26535,26535,0532875c9ef7eb1609a0,Why are Iranian/Persian women always so mean and shrewd? At our workplace here in Sweden they always seem to be a source of conflict and intrigues!,1
26553,26553,05333cab3d5fa49095da,Is it gay to allow men to ejaculate inside my anus?,1
26612,26612,05363cdac28b88834822,Does Angela Merkel appeal to idiotic German Millennials like Jeremy Corbyn does to idiotic British Millennials?,1
26621,26621,0536acb931e7201393bc,"Why are Liberals so reluctant to sound Pro America, but yet so quick to scrutinize it?",1
26624,26624,0536d28f1e5121d52a89,Why do hard-right Israelis accuse you of anti-semitism when you question their policy toward Palestinians?,1
26627,26627,053701347ceb4f54d202,How can a racist (based on tribe) call (with a straight face) other South Africans racist?,1
26631,26631,053749f624b22ab999ad,Do middle East Muslims respect Indian Muslims?,1
26633,26633,05375ec93c81fe3b4bb4,Were the Jews behind this atrocious font change on Quora?,1
26637,26637,05377cf0ffe13c0e4c15,"As an Israeli, if a DNA test was done that concluded completely that you had no relation whatsoever to any Jews and your family must have converted in Europe, would you pack your bags today?",1
26648,26648,0538609c3a86c9e2a427,Why are there so many Ungrateful Americans?,1
26657,26657,05391463b6eb9d8a6fb8,Why are Democrats complaining about Trump when Barack Obama didn't even have a summit with North Korea to cancel?,1
26666,26666,05397ed08abaa7ac805b,Why do very beautiful women usually behave like a negative bit*h?,1
26697,26697,053b046556973f3e5db2,"Why do people think that conservatives hate poor black women, liberals hate rich white men, and libertarians hate Jews?",1
26716,26716,053bd6d80937ba86ec69,"Do average people talk so badly because they have low intelligence, or is it because they have a personality disorder and think that others have ""common knowledge"" that they actually can’t prove?",1
26726,26726,053c80eea4cc1055bbea,What is it like for kids in England to learn they lost the revolutionary war in school?,1
26737,26737,053d0f4ab5938700762e,How can we tell if the questions asked on Quora are legitimate and not from a Russian bot?,1
26744,26744,053dab6d90c37c0170bd,"Which section of ""18 U.S. Code § 242 - Deprivation of rights under color of law"" specifically identifies that raising the age from 18 to 21 to purchase an AR-15 or similar semi-automatic rifles is unconstitutional?",1
26783,26783,053faa797678b08c80cb,I threw my 12 year old son out of the house for being a Neo Nazi. Was this the right thing to do?,1
26785,26785,053fceedcefb0c126879,"Why do you think many young social failures are fascinated by totalitarian radicalism such as Islamism, fascism, and Marxism?",1
26788,26788,053fffbc9c6d039d4319,Did former presidents work as little as Trump?,1
26802,26802,0540d17ab7f79f29bfd2,Is it okay for an older brother to spy on his younger sister get dressed?,1
26811,26811,054133df5046550841dc,Why is it so much more difficult to defend yourself against someone who wants to kill you in European countries?,1
26835,26835,0542a2361f4e82eba7fe,Why do Kannadigas hate Biharis so much?,1
26844,26844,0542d36d7ce8ef0aee4f,How can I curse someone to death?,1
26850,26850,05430bdfca7d8c701405,Did Severus Snape ever threaten any of his unrulier students with castration to keep them in line?,1
26866,26866,0543d5b1022e8845ead1,How can someone like Trump treat people the way he does and not have a backlash before he turned 71?,1
26872,26872,054445a8d1e17b3eb58d,Do you think Muslims should leave India? {I'm not asking this to disturb communal harmony. It's just that lately I've found some people who think we (muslims) should leave India. What's your opinion?} (Don't answer anonymously),1
26876,26876,05447421f967b1e54c28,How do liberals manage to sleep at night not knowing how dumb their political views are?,1
26917,26917,0546b74b127fc1a7b00a,What are the reasons why violence is higher in black communities?,1
26922,26922,0546f3bbb2b7f493e8e1,"If you’re a sexual assault/rape survivor in the state of Alabama, why would you ever step forward?",1
26943,26943,05481ee9fc607057eecc,"Can we finally admit that the future is female, atheist, brown, and non-binary?",1
26964,26964,0549142f5457cf8f3365,"What do mainland Chinese think of the new revelation that at least 10,000 people died in Tiananmen incident (they have been saying hardly anyone died)?",1
27007,27007,054b77a5a97c0ef4f25a,"Why Muslims in their country doesn't rise against the atrocities committed towards non Muslims as we have witnessed in many nations like USA, UK, India, Australia where people openly condemns any act of majoritarianism?",1
27010,27010,054b9aeaa02432176f4a,Why don't governments and people of Western countries publicly reveal the identity and hypocrisy of porn viewers especially those who pretend they don't watch but do so secretly?,1
27023,27023,054c25a3345cd722efe9,How sinful are Muslims and Christians?,1
27025,27025,054c52f994a5171d6dee,Why does the continuity of real numbers in mathematics not strictly exist but was made artificially and deliberately existing by so many alleged top most genius historical figures in mathematicians for too narrow self purposes?,1
27040,27040,054cbc130925dc9ee6dc,Do Christians think that revenge/murder/jealousy are good things and freedom/individuality/wisdom are bad things?,1
27051,27051,054d86eefa65f28a9385,Why does Liberia want to be the 51st states of the United States of America instead of being an independent country?,1
27068,27068,054e20b17e5c71c0a0cf,"If AMU is a central university and not a Muslim university, then how can they ban entry of students for blasphemy? Are Muslims above Indian law? Do Muslims have respect for Indian Constitution as they want action according to Sharia?",1
27079,27079,054e652e5938187e1671,I'm 19 and my mother is still giving me oral sex every day. Is it time for her to stop?,1
27105,27105,054f748576619b598e87,"Why is India slowly becoming unsafe country for Hindus? Why are Hindus being discriminated, insulted, and humiliated every day?",1
27113,27113,055008f878a8a74051f9,"Why are some Scottish people so loyal to the British crown, and not rebellious and independent-minded like the Irish people?",1
27119,27119,055064c63381b1bcf098,How do I resist slapping a Nirmal Baba 'devotee'?,1
27122,27122,055099b68b92fbf8c332,Why do Jews want to attack North Korea?,1
27196,27196,05544a898591dd8ad865,Does Canada's Trudeau think that allowing ISIS fighters to return to Canada is a good thing for Canadians? What do Canadians think about this?,1
27202,27202,05547d7c80ccd0bf91c4,I am tired of hearing the killing of Muslims in burma because Buddhist are fighting back forced conversion?,1
27208,27208,0554fdc6a102f804b9be,"Are Stephen Miller's claims that ""everyone knows"" that busloads of illegal voters were brought in to vote in New Hampshire verifiable?",1
27241,27241,0556a65309bf835e2d3e,Why do Orthodox Jewish men and Amish men tend to have a beard and funny hats?,1
27257,27257,05577eefdef16cff77f7,For all of you nobodies out there stop trying to freeload of the working people of American? Our president is trying to make America great get on the wagon stop deteriorating of country,1
27269,27269,055849b51ef61a4682d3,What are you still have incest relationship with your son?,1
27313,27313,05599c58818e7f111915,How many female members are secretly interested in being dominated sexually by a group of men?,1
27321,27321,0559d89a1dd61ee09367,What pleases more sucking vagina or sucking coke?,1
27334,27334,055a4c7ffebf55cefc87,Why are feminists so butthurt?,1
27338,27338,055a83842f1b2c509282,"Do Democrats realize it's inconsistent to be for abortion, but against children getting murdered just the same but a bit older in school shootings?",1
27355,27355,055b4e4b14d7e7c0396f,Is Quora sending people to my house?,1
27357,27357,055b5412a4c07d0492f5,"Why can’t liberals understand that it’s not the guns, it’s the people using the gun doing immoral things with it?",1
27359,27359,055b64044fadf905752d,After killing thousands of minority people like Sikhs and Muslims why don't Indians accept that they are a racist nation?,1
27390,27390,055d16d5c5ba8f0399bb,Why did Islam turned to a religion of terrorists?,1
27392,27392,055d373dd63306096fb8,"Why do we say rape is about violence, rather than sex?",1
27393,27393,055d4423dcdb406a0e9d,Why are Asians such bad drivers?,1
27394,27394,055d57334cd5ba7ab6ea,Why is Tumblr so liberal?,1
27437,27437,055f0c592076b80b3b1a,I heard that girls love men who ignore them. This is 100% false. What are your thoughts?,1
27443,27443,055f2bb42640ace6a328,Why do people still get offended about slavery?,1
27471,27471,05603fbfb760e0274120,Why do Indonesians assume all Indians speak Hindi?,1
27485,27485,0561136fa40413eb0789,The trouble makers in the world are Muslims and Chinese why don't they want the world to live in peace?,1
27534,27534,05632517c49eccc49155,Why do Americans act like monster bullies?,1
27535,27535,05632f6306f027903648,Why do many people with mental illness think the government is shooting beams into their legs?,1
27557,27557,05648a5ba0ea504c5963,"Why did the Korean Empire always export their women to neighboring countries like Mongolia, China, and even Japan, but never get anything in return?",1
27560,27560,0564aba76cd051b66b80,Why does American society tolerate the persecution of those who choose not to vaccinate?,1
27574,27574,05657adf3b5307f05729,Did WW2 really happen or was it just a hoax?,1
27600,27600,0566b0b4ee5644ad7fa2,Why is it ok for women to hate men but men hating women is a problem?,1
27656,27656,056946cfeee2c2909b1f,Why do Azeris disrespect the Turkish Islamic army of the Caucasus who liberated them from the Armenians and Russians?,1
27678,27678,056a1c9b2d3c8c03ccc1,"Donald Trump is a fascist, and knowing that fact why does it make sense to surrender our guns to a fascist and support gun control?",1
27699,27699,056b56a7f4236f82b35c,Why are so many American Quora questions worded so atrociously?,1
27753,27753,056e78d3b61d7cda4bdf,Are there any women target killers in Mqm?,1
27764,27764,056ed6674573df6b06f7,"Why are European companies so boring and uninspiring? Are Europeans incapable of creating companies like Facebook, Google, Uber, Airbnb or Slack?",1
27780,27780,056f764c790b2bc0a9d8,"Which freedom do you prefer, the US’ freedom of shooting at people walking in the streets and bombing civilians in other countries or India’s freedom of r-aping people daily and nightly ?",1
27803,27803,0570fe6f8eda361c5738,When will the DNC admit they were the party of slavery?,1
27831,27831,0572554fd052e417614e,"Some reports/videos claimed that, Real culprit of 9/11 in U.S. was India (“RAW”), I can’t find those reports and videos, can anyone help ?",1
27832,27832,05726326415b091e52b3,"Does the Hindu Goddess of wealth really live in cow poop? If so, could Hindus provide some scientific ballast to back this very intriguing belief?",1
27837,27837,0572d6560f29d42310d2,Why are leftists so good at changing personal problems into social ones?,1
27887,27887,0574e5e6f726920cdd8e,Why won't Quora completely ban anonymous questions?,1
27932,27932,057761c4950f5fa1175d,"How do you solve this: [math]\vec{x} + \vec{y} = (1.2,1.6)[/math]?",1
27936,27936,057790a7734cce20592c,Why do men abuse women?,1
27947,27947,05784317c06c08f253c5,Why do brits seem to like getting scammed?,1
27955,27955,0579072ab68f8e2e9f61,I did anal with my sister?,1
27956,27956,05790a7f12e05279b3c1,Was the Nazis’ aim really to slaughter the majority of the ‘sub-human’ people in these lands and give them to the ‘racially-superior’ Germans?,1
27971,27971,057977b934ad661b34c8,Do French people understand when arabs say bad words?,1
27998,27998,057b01edcef9f22edc9e,Is Dianne Feinstein mentally unstable or just confused?,1
28005,28005,057b353cd06d057e3121,"Do you find it ironic how American South cry over raining water yet shun Syrian children getting blown up by Russians from ""raining"" bombs?",1
28026,28026,057c7a1a6eab6391a798,Do Thai people think that Laos is Vietnam's puppet?,1
28057,28057,057d9ac226336c21730d,Why do actresses like Deepika Padukone who is skinny like skeleton give so much preference?,1
28100,28100,057fbc55207f616adc8f,"Is it true that on average, Indian men have the smallest penises in the world?",1
28109,28109,05803d7d603755bc3545,Why Indian Christians never oppose fathers/parish even when they are indulged in wrongfull acts like terrorism and treachery but Hindus always oppose if a Baba is caught doing any wrongfully act?,1
28133,28133,05819177971453d1fbd0,"I'm nine and still a virgin, is that weird?",1
28144,28144,05820e28253f3b076d20,Why do Ahmadis hate other Muslims and Muslim leaders?,1
28187,28187,05843120391302f097fd,Why are Subway workers so stupid?,1
28208,28208,05857193d4895f5a2436,"Why do people with apparently very high IQs ask so many questions about their high IQs? Shouldn’t they just be answering questions given their abnoxiously high level of intellect? And, yes, I’m being facetious.",1
28221,28221,0586246124f8e5212121,BJP knew that Akhlaq has beef in his fridge but they don't know who has got the tender of Varanasi bridge that collapsed?,1
28225,28225,05863c7269a4f307098d,Why more people (including most 99.8% Quorans) subjective than objective?,1
28232,28232,0586c8304665c586a67f,One day my mom slept at night and I entered my penis slowly into my mom ass.My act was right or wrong?,1
28241,28241,058706f2010db707f6f7,How badly are Bhangis discriminated by other Dalit castes?,1
28249,28249,05873eebece2d5909003,Why are Malayalis more open-minded than Tamils on the issue of Hindi?,1
28254,28254,058767fa3665f8d1351a,"Will mace be effective against a heron? I have ten minutes before is destroys my barricade, a little time sensitive.",1
28276,28276,05885ac89786b3a4d12b,"As the largest Muslim country, why Indonesia allow their women to dress inappropriately?",1
28301,28301,05897f695187e002a317,"If Silicon Valley liberals can’t define “diversity”, how are they going to be able to address “diversity” issues?",1
28307,28307,0589c2ecb46aa146d1a3,"Do Americans hate the rapper PSY for his anti-American songs and summoning to kill American soldiers, their wives, and children?",1
28354,28354,058bca251adbca738d33,Why do American Jews feel phony?,1
28356,28356,058be7ce7385bb0a89c1,Why do men sleep with hookers?,1
28367,28367,058c811c13e81f2ffebe,Why can't Black people accept that Europe is a homeland of Europeans?,1
28407,28407,058eaadb90ab9f1bb1a3,Did Hitler use Metzitzah B'Peh to foster anti-Semitism?,1
28417,28417,058f0a88c34c33d1a215,Does an anklet mean you’re a hoe?,1
28421,28421,058f39593a17a04762aa,What is the most effective way to get the message to politicians that it is good to be openly critical of feminism?,1
28424,28424,058f57aaeb36eba35940,How did the immigration in Eastern Europe and Russia from 1870 until 1922 control America’s left wing today (i.e. Bernie Sanders and Rahm Emmanuel)?,1
28432,28432,058fa877bf4d2eb63289,Why are the Japanese so ungrateful towards Europeans despite owing everything they have to Europe?,1
